descriptions,stock,time,rise,drop,increase_rate,author,起跑,回升,反彈,潜力十足,利好,赢,推介,增長,受惠,有望,造好,漲,跟進,做好,憧憬,驚喜,吸資,非凡,搶眼,復甦,升,突破,向淡,增,上望,升幅,回穩,跌,错,减,低,瀉,挫,蝕,弱勢,插,蒸發,吐,做淡,屠牛,下滑,流走,軟,回落,下降
【Ititutio】中國綠地博大綠澤（01253）的一大亮點，是引入了國企綠地集團為戰略股東，據公司最新公告顯示，綠地海外持股29.66%，而博大國際以及綠澤東方則合共持股38.82%。,01253.HK,2017/3/7,0,0,-0.013157895,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
近日見北水沽四大行套利，轉戰中小內銀股，其中鄭州銀行（6196）昨日抽高逾8%，剛入國指的半新股郵儲行（1658）亦跑贏大市。,06196.HK,2017/3/8,0,0,-0.04020979,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
近日見北水沽四大行套利，轉戰中小內銀股，其中鄭州銀行（6196）昨日抽高逾8%，剛入國指的半新股郵儲行（1658）亦跑贏大市。,01658.HK,2017/3/8,0,0,-0.006097561,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
不過，首3季業績相對出色的有中行（3988），其純利升2.5%，撥備水平更唯一錄得升幅，即將公布的全年業績可期。,03988.HK,2017/3/8,3,0,0.002617801,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
反觀打頭陣的招行（3968）去年多賺7.6%，雖然表現標青，惟單計第四季盈利有所放緩，不良貸款率亦達1.87%，較行業平均的1.74%為高，相信現時股價已反映部分正面因素。,03968.HK,2017/3/8,0,0,0.011961722,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
反觀野村看法相對樂觀，指行業長綫仍然看好，同業間尤其看好工行（1398），目標價6.92，潛在升幅高逾39%。,01398.HK,2017/3/8,2,0,0.010060362,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大戶托沽？騰訊（00700）單天保至尊；多份政協提案倡議加大拓展人工智能力度，軟件股造好，騰訊股價升約1%，貢獻指數23點。,00700.HK,2017/3/7,2,1,0.001888574,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
國企指數成份股今明兩年每股盈利增長預測12%及5%，恒指成份股則分別有13%、10%升幅；推薦能夠得益於內地投資增加、再通脹重現的板塊，另薦安徽海螺（00914）、濰柴動力（02338）、中國平安（02318）。,00914.HK,2017/3/7,5,0,0.009433962,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國企指數成份股今明兩年每股盈利增長預測12%及5%，恒指成份股則分別有13%、10%升幅；推薦能夠得益於內地投資增加、再通脹重現的板塊，另薦安徽海螺（00914）、濰柴動力（02338）、中國平安（02318）。,02338.HK,2017/3/7,5,0,0.012622721,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
國企指數成份股今明兩年每股盈利增長預測12%及5%，恒指成份股則分別有13%、10%升幅；推薦能夠得益於內地投資增加、再通脹重現的板塊，另薦安徽海螺（00914）、濰柴動力（02338）、中國平安（02318）。,02318.HK,2017/3/7,5,0,0.002398082,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
工行（01398）股價升0.4%，報4.95元，建行（00939） 、中行（03988） 升0.3% 、0.5%，報6.17元、3.81元。,01398.HK,2017/3/7,2,0,0.010060362,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
工行（01398）股價升0.4%，報4.95元，建行（00939） 、中行（03988） 升0.3% 、0.5%，報6.17元、3.81元。,00939.HK,2017/3/7,2,0,0.001618123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
工行（01398）股價升0.4%，報4.95元，建行（00939） 、中行（03988） 升0.3% 、0.5%，報6.17元、3.81元。,03988.HK,2017/3/7,2,0,0.002617801,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
工行（01398）、建行（00939）及中行（03988）昨日港股通（滬）南下賣盤分別達4.27億、3.34億及3.08億元，合共金額10.69億元。,01398.HK,2017/3/7,0,0,0.010060362,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
工行（01398）、建行（00939）及中行（03988）昨日港股通（滬）南下賣盤分別達4.27億、3.34億及3.08億元，合共金額10.69億元。,00939.HK,2017/3/7,0,0,0.001618123,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
工行（01398）、建行（00939）及中行（03988）昨日港股通（滬）南下賣盤分別達4.27億、3.34億及3.08億元，合共金額10.69億元。,03988.HK,2017/3/7,0,0,0.002617801,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
內地多份政協提案涉及人工智能領域，A股智能股漲停，港股人工智能題材股不多，軟件股成替代品，惟資金不足，漲幅有限，金蝶國際（00268）股價升4%，收3.1元。,00268.HK,2017/3/7,3,1,-0.006514658,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
金山軟件（03888）升0.7%，報17元。,03888.HK,2017/3/7,1,1,-0.010465116,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
新貴周黑鴨（01458）率先跑出，股價破頂升9.9%，報7.52元，創上市新高；IGG（00799）股價亦搶高，升6.4%，報6.11元。,01458.HK,2017/3/7,2,0,-0.0078125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新貴周黑鴨（01458）率先跑出，股價破頂升9.9%，報7.52元，創上市新高；IGG（00799）股價亦搶高，升6.4%，報6.11元。,00799.HK,2017/3/7,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
美圖公司（01357）股價升1.2%，報10.1元。,01357.HK,2017/3/7,1,0,0.008865248,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
相對地，被剔出的港股通（深）的智美體育（01661）、盛京銀行（02066）股價雙雙52周新低，分別跌2.6%、3.5%，報1.84元、7.4元。,01661.HK,2017/3/7,0,2,-0.026737968,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
相對地，被剔出的港股通（深）的智美體育（01661）、盛京銀行（02066）股價雙雙52周新低，分別跌2.6%、3.5%，報1.84元、7.4元。,02066.HK,2017/3/7,0,2,0.013888889,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
新世界（00017）旗下累售近80%的荃灣柏傲灣，昨日加推99伙，折實平均呎價1.75萬元，較上一張價單調高2.2%。,00017.HK,2017/3/7,0,0,0.008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grad YOHO二期沽11伙新地（00016）昨日推售元朗Grad YOHO第二期12伙，成交紀錄顯示共售出11伙，銷情92%；會德豐地產屯門掃管笏NAPA發售新一批26伙，市場消息稱共售出7伙。,00016.HK,2017/3/7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其他銷情較佳的新盤包括恒地（00012）馬鞍山迎海系項目及何文田加多利軒，各沽出4伙。,00012.HK,2017/3/7,0,0,0.003325942,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
此外，由陳日新家族發展、由興勝創建（00896）銷售的九龍塘The Gramia，昨日以7300萬元連車位售出6樓B室，實用面積2077方呎，呎價3.5萬元。,00896.HK,2017/3/7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
筆者最近留意到，隨着國際油價復甦，石油企業的資本開支開始見底回升，其中一個受惠股便是中石化煉化工程（02386）。,02386.HK,2017/3/8,4,0,0.021592443,劉明琪,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"另一方面，持有公司67%股權的母公司中石化（00386），亦於上周公布將於「十三五」規劃期間投放2,000億元人民幣建設四大煉化基地，比市場預期規模增大一倍。",00386.HK,2017/3/8,1,0,0.013289037,劉明琪,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"港股高開47點後，受A股挺升而升上23,691，最多升138點，惟受阻23,700而反覆回落，騰訊（0700）及中資金融股支撐大市，惟地產股下跌，恒指退至23,596報收，升44點或0.18%，成交減至622億元。",00700.HK,2017/3/7,4,2,0.001888574,司馬敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
昨日港股反彈動力不足，原因之一，是內地電訊股受到今年內取消國內長途及漫遊費而令股價下挫，中移動（0941）高開85.55元後，曾跌至84.20元，收報84.80元，小跌0.30元或0.3%，成交12.74億元。,00941.HK,2017/3/7,1,3,0.002350176,司馬敬,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
聯通（0762）則反覆平收，低見9.22元，收報9.32元，成交4.48億元；中電信（0728）6跌0.8%，收報3.57元，成交1.95億元。,00762.HK,2017/3/7,0,2,0.021321962,司馬敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
聯通（0762）則反覆平收，低見9.22元，收報9.32元，成交4.48億元；中電信（0728）6跌0.8%，收報3.57元，成交1.95億元。,00728.HK,2017/3/7,0,2,0.005586592,司馬敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
剛完成供股的新銳醫藥（6108）昨天一度升8.9%，高見0.305元，收報0.29元。,06108.HK,2017/3/7,1,0,-0.03030303,司馬敬,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
港交所（00388）將就同股不同權問題再向市場作諮詢。,00388.HK,2017/3/8,0,0,-0.002081165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
他指，在進行市場諮詢時，應充分考慮至少8項要點，（1）是否只限定某類型公司採取、（2）是否只適用於達到某市值的公司、（3）投票權比例是否要有限制、（4）上市後增發股份只能屬同股同權、（5）只限特別人士持有不同投票權股份、?創辦人在出售及辭職後的股份需變回同股同權、?公司被收購時，投票權變回同股同權；及?增強獨董的管理要求。,00001.HK,2017/3/8,2,0,0.004166667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
他指，在進行市場諮詢時，應充分考慮至少8項要點，（1）是否只限定某類型公司採取、（2）是否只適用於達到某市值的公司、（3）投票權比例是否要有限制、（4）上市後增發股份只能屬同股同權、（5）只限特別人士持有不同投票權股份、?創辦人在出售及辭職後的股份需變回同股同權、?公司被收購時，投票權變回同股同權；及?增強獨董的管理要求。,00002.HK,2017/3/8,2,0,0.003780718,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
他指，在進行市場諮詢時，應充分考慮至少8項要點，（1）是否只限定某類型公司採取、（2）是否只適用於達到某市值的公司、（3）投票權比例是否要有限制、（4）上市後增發股份只能屬同股同權、（5）只限特別人士持有不同投票權股份、?創辦人在出售及辭職後的股份需變回同股同權、?公司被收購時，投票權變回同股同權；及?增強獨董的管理要求。,00003.HK,2017/3/8,2,0,0.004010695,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
他指，在進行市場諮詢時，應充分考慮至少8項要點，（1）是否只限定某類型公司採取、（2）是否只適用於達到某市值的公司、（3）投票權比例是否要有限制、（4）上市後增發股份只能屬同股同權、（5）只限特別人士持有不同投票權股份、?創辦人在出售及辭職後的股份需變回同股同權、?公司被收購時，投票權變回同股同權；及?增強獨董的管理要求。,00004.HK,2017/3/8,2,0,0.004819277,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
他指，在進行市場諮詢時，應充分考慮至少8項要點，（1）是否只限定某類型公司採取、（2）是否只適用於達到某市值的公司、（3）投票權比例是否要有限制、（4）上市後增發股份只能屬同股同權、（5）只限特別人士持有不同投票權股份、?創辦人在出售及辭職後的股份需變回同股同權、?公司被收購時，投票權變回同股同權；及?增強獨董的管理要求。,00005.HK,2017/3/8,2,0,-0.000791139,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
滙控（00005）去年業績表現遠遜市場預期，業績公布當天股價應聲下跌，急挫逾5%。,00005.HK,2017/3/7,0,2,-0.000791139,伊馬仕,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
估計騰訊控股（0700）、中國聯通（0762）、國藥（1099）及中交建（1800）等會持續有資金追捧。,00700.HK,2017/3/7,0,0,0.001888574,金曹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
估計騰訊控股（0700）、中國聯通（0762）、國藥（1099）及中交建（1800）等會持續有資金追捧。,00762.HK,2017/3/7,0,0,0.021321962,金曹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
估計騰訊控股（0700）、中國聯通（0762）、國藥（1099）及中交建（1800）等會持續有資金追捧。,01099.HK,2017/3/7,0,0,0.002781641,金曹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
估計騰訊控股（0700）、中國聯通（0762）、國藥（1099）及中交建（1800）等會持續有資金追捧。,01800.HK,2017/3/7,0,0,-0.001851852,金曹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
傳統上消費者往往把眼球視線放在產品品牌上，不過其牽動相關的上游產品在目前應是最直接受惠者，由手機炒蘋果新機帶來的鏡頭與影音部件，市場正由最直接受惠的瑞聲科技（02018）與舜宇光學（02382），進一步擴散至為其提供表面貼裝技術（SMT）智能手機升級周期下的ASM太平洋（00522）。,02018.HK,2017/3/7,3,0,-0.008433735,陸文,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
傳統上消費者往往把眼球視線放在產品品牌上，不過其牽動相關的上游產品在目前應是最直接受惠者，由手機炒蘋果新機帶來的鏡頭與影音部件，市場正由最直接受惠的瑞聲科技（02018）與舜宇光學（02382），進一步擴散至為其提供表面貼裝技術（SMT）智能手機升級周期下的ASM太平洋（00522）。,02382.HK,2017/3/7,3,0,0,陸文,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
傳統上消費者往往把眼球視線放在產品品牌上，不過其牽動相關的上游產品在目前應是最直接受惠者，由手機炒蘋果新機帶來的鏡頭與影音部件，市場正由最直接受惠的瑞聲科技（02018）與舜宇光學（02382），進一步擴散至為其提供表面貼裝技術（SMT）智能手機升級周期下的ASM太平洋（00522）。,00522.HK,2017/3/7,3,0,-0.004780115,陸文,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
事實上，另一個強勢板塊下的汽車股，其帶動的設備產品，無論是電池、配件甚至車殼等原部件，相信亦會成為期內市場尋寶，無論是生產層積板的建滔化工（00148），以至信利（00732）及信義玻璃（00868）均會是炒產品上游概念的受惠者。,00148.HK,2017/3/7,1,0,-0.001876173,陸文,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
事實上，另一個強勢板塊下的汽車股，其帶動的設備產品，無論是電池、配件甚至車殼等原部件，相信亦會成為期內市場尋寶，無論是生產層積板的建滔化工（00148），以至信利（00732）及信義玻璃（00868）均會是炒產品上游概念的受惠者。,00732.HK,2017/3/7,1,0,0.009146341,陸文,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
事實上，另一個強勢板塊下的汽車股，其帶動的設備產品，無論是電池、配件甚至車殼等原部件，相信亦會成為期內市場尋寶，無論是生產層積板的建滔化工（00148），以至信利（00732）及信義玻璃（00868）均會是炒產品上游概念的受惠者。,00868.HK,2017/3/7,1,0,-0.004160888,陸文,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
這都是舊經濟主幹下的基建項目，近期追捧重型卡車進入更新期下的中國重汽（03808）及有望受惠的德昌電機（00179），如相信短期市況持續輪動「換馬」，即會產生另一輪以上游板塊的尋寶期，從股價走勢不少類似的股份，已有跑贏大市的聰明錢早着先鞭呢！無疑資金流對短期市況影響最直接，從近周北水南下資金有放緩跡象，亦是上周藉炒美國加息下引發的獲利回吐藉口，不過基於資金追捧多以重磅及落後板塊為主，並有以險資及內地基金資金為主，大媽活動相對較低下，其中長線投資部署主導下，估計經過健康調整下可企穩。,03808.HK,2017/3/7,2,2,0.013803681,陸文,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
這都是舊經濟主幹下的基建項目，近期追捧重型卡車進入更新期下的中國重汽（03808）及有望受惠的德昌電機（00179），如相信短期市況持續輪動「換馬」，即會產生另一輪以上游板塊的尋寶期，從股價走勢不少類似的股份，已有跑贏大市的聰明錢早着先鞭呢！無疑資金流對短期市況影響最直接，從近周北水南下資金有放緩跡象，亦是上周藉炒美國加息下引發的獲利回吐藉口，不過基於資金追捧多以重磅及落後板塊為主，並有以險資及內地基金資金為主，大媽活動相對較低下，其中長線投資部署主導下，估計經過健康調整下可企穩。,00179.HK,2017/3/7,2,2,0,陸文,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
不過在場提出兩周前在每周一擊推介的國泰航空（00293）昨天出現大成交，達2.92億元，升4.06%，收報11.8元，無論是炒落後抑或炒下周公布業績理想，筆者只想指出，港人為其作為香港航空樞紐的機場基建，由建第3條跑道，以及吸引西部旅客的港珠澳大橋，投入數以千億元的連接基建投資，對國泰業務長線有利。,00293.HK,2017/3/7,2,0,-0.015050167,陸文,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其餘的個股有中船防務（00317）、中國龍工（03339）、技術走勢偏強的路訊通（00888）、鐵貨（01029）及丘鈦科技（01478）均有表現。,00317.HK,2017/3/7,0,0,0.012835473,陸文,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其餘的個股有中船防務（00317）、中國龍工（03339）、技術走勢偏強的路訊通（00888）、鐵貨（01029）及丘鈦科技（01478）均有表現。,03339.HK,2017/3/7,0,0,0.021186441,陸文,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其餘的個股有中船防務（00317）、中國龍工（03339）、技術走勢偏強的路訊通（00888）、鐵貨（01029）及丘鈦科技（01478）均有表現。,00888.HK,2017/3/7,0,0,0.011235955,陸文,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其餘的個股有中船防務（00317）、中國龍工（03339）、技術走勢偏強的路訊通（00888）、鐵貨（01029）及丘鈦科技（01478）均有表現。,01029.HK,2017/3/7,0,0,-0.024691358,陸文,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
其餘的個股有中船防務（00317）、中國龍工（03339）、技術走勢偏強的路訊通（00888）、鐵貨（01029）及丘鈦科技（01478）均有表現。,01478.HK,2017/3/7,0,0,-0.020033389,陸文,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
吉利汽車（00175）本月成為藍籌新貴，但大行對染藍後的吉汽評價兩極。,00175.HK,2017/3/8,0,0,0.080373832,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
不過，大摩引述調查顯示，吉汽一月訂單已有明顯減少，加上長城汽車（02333）一月銷售疲弱及有減價可能，或令吉利的銷售及盈利能力受壓，而吉利下調SUV的建議零售價更有可能令其股價進一步下跌。,02333.HK,2017/3/8,0,1,0.018743109,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"另外，北京汽車（01958）昨日公布二月銷售表現，北京品牌（紳寶、北京及威旺系列）總銷量按年跌42.75%至1.74萬輛，但北京奔馳、北京現代及福建奔馳卻銷售上升，分別按年升57.88%、9.05%及3.61倍，至3.27萬輛、6萬輛及1,252輛。",01958.HK,2017/3/8,2,1,0.032258065,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恒指成份股中，旺旺（00151）一馬當先，升百分之二點八，次為華潤置地（01109），升百分之二點七，第三是中海外（00688），升百分之一點九。,00151.HK,2017/3/8,3,0,-0.005836576,沈金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恒指成份股中，旺旺（00151）一馬當先，升百分之二點八，次為華潤置地（01109），升百分之二點七，第三是中海外（00688），升百分之一點九。,01109.HK,2017/3/8,3,0,0.016666667,沈金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
恒指成份股中，旺旺（00151）一馬當先，升百分之二點八，次為華潤置地（01109），升百分之二點七，第三是中海外（00688），升百分之一點九。,00688.HK,2017/3/8,3,0,0.027310924,沈金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
此外，升幅在百分一以上的還有：中人壽（02628） 、騰訊（00700） 、國泰（00293）、中石化（00386）、百麗（01880）、恒安（01044）、恒隆地產（00101）等。,02628.HK,2017/3/8,2,0,0.008438819,沈金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
